Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Fung, BJ; Qi, S; Hassabis, D; Daw, N; Mobbs, D",,,,"Fung, Bowen J.; Qi, Song; Hassabis, Demis; Daw, Nathaniel; Mobbs, Dean",,,Slow escape decisions are swayed by trait anxiety,NATURE HUMAN BEHAVIOUR,,,English,Article,,,,,,,MEDIAL PREFRONTAL CORTEX; VENTRAL HIPPOCAMPUS; FEAR; MECHANISMS; CIRCUITS; RISK; AMYGDALA; DEFENSE; INPUTS,"Theoretical models distinguish between neural responses elicited by distal threats and those evoked by more immediate threats(1-3). Specifically, slower 'cognitive' fear responses towards distal threats involve a network of brain regions including the ventral hippocampus (vHPC) and medial prefrontal cortex (mPFC), while immediate 'reactive' fear responses rely on regions such as the periaqueductal grey(4,5). However, it is unclear how anxiety and its neural substrates relate to these distinct defensive survival circuits. We tested whether individual differences in trait anxiety would impact escape behaviour and neural responses to slow and fast attacking predators: conditions designed to evoke cognitive and reactive fear, respectively. Behaviourally, we found that trait anxiety was not related to escape decisions for fast threats, but individuals with higher trait anxiety escaped earlier during slow threats. Functional magnetic resonance imaging showed that when subjects faced slow threats, trait anxiety positively correlated with activity in the vHPC, mPFC, amygdala and insula. Furthermore, the strength of functional coupling between two components of the cognitive circuit-the vHPC and mPFC-was correlated with the degree of trait anxiety. This suggests that anxiety predominantly affects cognitive fear circuits that are involved in volitional strategic escape.",,,,,,,,,,,,,,,,,,,,,,,JUL,2019,3,7,,,,,702,708,,10.1038/s41562-019-0595-5,,,,,,Psychology; Science & Technology - Other Topics; Neurosciences & Neurology,,,,,,,2022-04-02,
J,"Doherty, TS; Geary, WL; Jolly, CJ; Macdonald, KJ; Miritis, V; Watchorn, DJ; Cherry, MJ; Conner, LM; Gonzalez, TM; Legge, SM; Ritchie, EG; Stawski, C; Dickman, CR",,,,"Doherty, Tim S.; Geary, William L.; Jolly, Chris J.; Macdonald, Kristina J.; Miritis, Vivianna; Watchorn, Darcy J.; Cherry, Michael J.; Conner, L. Mike; Gonzalez, Tania Marisol; Legge, Sarah M.; Ritchie, Euan G.; Stawski, Clare; Dickman, Chris R.",,,Fire as a driver and mediator of predator-prey interactions,BIOLOGICAL REVIEWS,,,English,Article; Early Access,,,,,,carnivore; foraging behaviour; hunting behaviour; interaction; landscape of fear; mega-fire; multiple threats; predation rates; prescribed burning; wildfire,TEXAS HORNED LIZARDS; SPLENDID FAIRY-WREN; WHITE-TAILED DEER; HOME-RANGE SIZE; PRESCRIBED FIRE; INVASIVE PREDATORS; BODY CONDITION; VEGETATION STRUCTURE; HABITAT USE; RODENT POPULATIONS,"Both fire and predators have strong influences on the population dynamics and behaviour of animals, and the effects of predators may either be strengthened or weakened by fire. However, knowledge of how fire drives or mediates predator-prey interactions is fragmented and has not been synthesised. Here, we review and synthesise knowledge of how fire influences predator and prey behaviour and interactions. We develop a conceptual model based on predator-prey theory and empirical examples to address four key questions: (i) how and why do predators respond to fire; (ii) how and why does prey vulnerability change post-fire; (iii) what mechanisms do prey use to reduce predation risk post-fire; and (iv) what are the outcomes of predator-fire interactions for prey populations? We then discuss these findings in the context of wildlife conservation and ecosystem management before outlining priorities for future research. Fire-induced changes in vegetation structure, resource availability, and animal behaviour influence predator-prey encounter rates, the amount of time prey are vulnerable during an encounter, and the conditional probability of prey death given an encounter. How a predator responds to fire depends on fire characteristics (e.g. season, severity), their hunting behaviour (ambush or pursuit predator), movement behaviour, territoriality, and intra-guild dynamics. Prey species that rely on habitat structure for avoiding predation often experience increased predation rates and lower survival in recently burnt areas. By contrast, some prey species benefit from the opening up of habitat after fire because it makes it easier to detect predators and to modify their behaviour appropriately. Reduced prey body condition after fire can increase predation risk either through impaired ability to escape predators, or increased need to forage in risky areas due to being energetically stressed. To reduce risk of predation in the post-fire environment, prey may change their habitat use, increase sheltering behaviour, change their movement behaviour, or use camouflage through cryptic colouring and background matching. Field experiments and population viability modelling show instances where fire either amplifies or does not amplify the impacts of predators on prey populations, and vice versa. In some instances, intense and sustained post-fire predation may lead to local extinctions of prey populations. Human disruption of fire regimes is impacting faunal communities, with consequences for predator and prey behaviour and population dynamics. Key areas for future research include: capturing data continuously before, during and after fires; teasing out the relative importance of changes in visibility and shelter availability in different contexts; documenting changes in acoustic and olfactory cues for both predators and prey; addressing taxonomic and geographic biases in the literature; and predicting and testing how changes in fire-regime characteristics reshape predator-prey interactions. Understanding and managing the consequences for predator-prey communities will be critical for effective ecosystem management and species conservation in this era of global change.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1111/brv.12853,,MAR 2022,,,,Life Sciences & Biomedicine - Other Topics,,,,,,,2022-04-02,
J,"Griffin, AS; Boyce, HM",,,,"Griffin, Andrea S.; Boyce, Hayley M.",,,"Indian mynahs, Acridotheres tristis, learn about dangerous places by observing the fate of others",ANIMAL BEHAVIOUR,,,English,Article,,,,,,Acridotheres tristis; antipredator behaviour; common myna; Indian mynah; observational memory; social learning; Sturnus tristis,CAT ODOR; SPATIAL MEMORY; PREDATION-RISK; RAT; REINFORCEMENT; INFORMATION; DISTURBANCE; BEHAVIORS; IMITATION; STIMULI,"Studies of learning have consistently shown that animals form strong associations between aversive events, such as a predatory attack, and the environments in which those events are experienced. Place learning through direct exposure to threat puts the individual at a risk that may be avoided, however, by remembering the location in which encounters between conspecifics and dangerous events are observed. Despite much theoretical work predicting that individuals should rely less on private information and more on public information as the risk of individual assessment increases, there have been no tests of observational spatial memory for potentially dangerous places. We investigated whether Indian mynahs learn about an area in which they observe another individual experience an aversive event, namely capture by a human. Experimental observers watched a human chase, catch and remove a conspecfic from a feeding site in which observers were accustomed to feeding. A control group watched a human perform the same capture gestures, but with no mynah present. Analysis of observer behaviour at the feeding site both before and after observational training revealed that experimental observers locomoted more after training than before, relative to control observers, suggesting that mynahs acquired a fear response after watching a predatory attack on a conspecific. It appears that, in addition to learning about the location in which aversive events are experienced directly, animals learn about an environment in which they observe others encounter dangerous events. (C) 2009 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,JUL,2009,78,1,,,,,79,84,,10.1016/j.anbehav.2009.03.012,,,,,,Behavioral Sciences; Zoology,,,,,,,2022-04-02,
J,"Cantor, C",,,,"Cantor, Chris",,,Post-traumatic stress disorder: evolutionary perspectives,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,defence; evolution; post-traumatic stress disorder,PREDATOR-PREY INTERACTIONS; HUMAN BRAIN EVOLUTION; TONIC IMMOBILITY; SEXUAL ASSAULT; FEAR-CIRCUITRY; ANIMAL-MODELS; ANXIETY; RAPE; BEHAVIOR; DEFENSE,"Fear is the key emotion of post-traumatic stress disorder (PTSD). Fear's evolved function is motivating survival via defensive behaviours. Defensive behaviours have been highly conserved throughout mammalian species; hence much may be learned from ethology. Predation pressure drove the early evolution of defences, laying foundations in the more ancient brain structures. Conspecific (same species) pressure has been a more recent evolutionary influence, but along with environmental threats it has dominated PTSD research. Anti-predator responses involve both avoiding a predator's sensory field and avoiding detection if within it, as well as escape behaviours. More effective avoidance results in less need for escape behaviours, suggesting that avoidance is biologically distinct from flight. Recognizing the predation, environmental and conspecific origins of defence may result in clearer definition of PTSD phenomena. Defence can also be viewed in the stages of no threat, potential threat, encounter and circa strike. Specific defences are used sequentially and according to contexts, loosely in the order: avoidance, attentive immobility, withdrawal, aggressive defence, appeasement and tonic immobility. The DSM-IV criteria and PTSD research show substantial congruence with the model proposed: that PTSD is a disorder of heightened defence involving six key defences used in conjunction with vigilance and risk assessment according to contexts. Human research is reviewed in this respect with reference to laboratory and wild animal observations providing new insights. Understanding individual perceptual issues (e. g. predictability and controllability) relevant to these phenomena, combined with defence strategy recalibration and neuronal plasticity research goes some way to explaining why some traumatized individuals develop PTSD when others do not.",,,,,,,,,,,,,,,,,,,,,,,,2009,43,11,,,,,1038,1048,,10.3109/00048670903270407,,,,,,Psychiatry,,,,,,,2022-04-02,
S,"Morris, DW; Kotler, BP; Brown, JS; Sundararaj, V; Ale, SB",,"Ostfeld, RS; Schlesinger, WH",,"Morris, Douglas W.; Kotler, Burt P.; Brown, Joel S.; Sundararaj, Vijayan; Ale, Som B.",,,Behavioral Indicators for Conserving Mammal Diversity,YEAR IN ECOLOGY AND CONSERVATION BIOLOGY 2009,Annals of the New York Academy of Sciences,,English,Article,,,,,,adaptive behavior; behavioral indicators; conservation; diet choice; fear; foraging; habitat; habitat selection; isodar; mammals; patch use; resource selection,HIERARCHICAL HABITAT SELECTION; LIFETIME REPRODUCTIVE SUCCESS; PATCH USE; PREDATION RISK; RESOURCE SELECTION; PSAMMOPHILIC GERBILS; FORAGING BEHAVIOR; SCALE; CONSERVATION; COEXISTENCE,"Mammals are threatened with population decline and extinction. Numerous species require immediate conservation intervention. But our ability to identify species on the brink of decline, and to intervene successfully, depends on developing reliable leading indicators of population, community, and environmental change. Classic approaches, such as population and life history assessment, as well as indicator species, trail environmental change. Adaptive behaviors honed by natural selection to respond quickly to environmental changes represent true leading indicators that we can learn to apply to conservation and management. Excellent examples of useful behaviors for conservation include foraging behavior, patch use, and habitat selection. Comparisons among giving-up densities collected in artificial resource patches can effectively indicate the forager's predation costs, its habitat quality, mechanisms of coexistence, and environmental richness. Patterns of adaptive habitat use can similarly reveal the relative value of different types of habitat, the location, and amounts of source versus sink habitat in a landscape, the effects of human disturbance, and projections on future extinction risk. Each behavior is likely to change more quickly than population size. As useful as these and related indicators may be to managers and conservationists, similar behaviors can emerge from different causes, and immediate returns of behavior to fitness may cause rapid evolution of associated morphological and physiological traits. Conservation strategies will thereby often be most. effective if they build on research programs targeting the processes influencing adaptive behaviors and that assess whether wild-type or novel behaviors are most likely to sustain populations into the future.",,,,,,,,,,,,,,,,,,,,,,,,2009,1162,,,,,,334,356,,10.1111/j.1749-6632.2009.04494.x,,,,,,Science & Technology - Other Topics,,,,,,,2022-04-02,
J,"Samia, DSM; Blumstein, DT; Diaz, M; Grim, T; Ibanez-Alamo, JD; Jokimaki, J; Tatte, K; Marko, G; Tryjanowski, P; Moller, AP",,,,"Samia, Diogo S. M.; Blumstein, Daniel T.; Diaz, Mario; Grim, Tomas; Diego Ibanez-Alamo, Juan; Jokimaki, Jukka; Tatte, Kunter; Marko, Gabor; Tryjanowski, Piotr; Moller, Anders Pape",,,Rural-Urban Differences in Escape Behavior of European Birds across a Latitudinal Gradient,FRONTIERS IN ECOLOGY AND EVOLUTION,,,English,Article,,,,,,alert distance; antipredator behavior; buffer distance; flight initiation distance; phi index; pre-detection distance; rural-urban difference; urbanization,FLIGHT-INITIATION DISTANCE; INDIVIDUAL CONSISTENCY; NEST PREDATION; LIFE-HISTORY; SIZE; FEAR; URBANIZATION; DISTURBANCE; CONSEQUENCES; HYPOTHESIS,"Behavioral adjustment is a key factor that facilitates species' coexistence with humans in a rapidly urbanizing world. Because urban animals often experience reduced predation risk compared to their rural counterparts, and because escape behavior is energetically costly, we expect that urban environments will select for increased tolerance to humans. Many studies have supported this expectation by demonstrating that urban birds have reduced flight initiation distance (FID = predator-prey distance when escape by the prey begins) than rural birds. Here, we advanced this approach and, for the first time, assessed how 32 species of birds, found in 92 paired urban-rural populations, along a 3,900 km latitudinal gradient across Europe, changed their predation risk assessment and escape strategy as a function of living in urban areas. We found that urban birds took longer than rural birds to be alerted to human approaches, and urban birds tolerated closer human approach than rural birds. While both rural and urban populations took longer to become aware of an approaching human as latitude increased, this behavioral change with latitude is more intense in urban birds (for a given unit of latitude, urban birds increased their pre-detection distance more than rural birds). We also found that as mean alert distance was shorter, urban birds escaped more quickly from approaching humans, but there was no such a relationship in rural populations. Although, both rural and urban populations tended to escape more quickly as latitude increased, urban birds delayed their escape more at low latitudes when compared with rural birds. These results suggest that urban birds in Europe live under lower predation risk than their rural counterparts. Furthermore, the patterns found in our study indicate that birds prioritize the reduction of on-going monitoring costs when predation risk is low. We conclude that splitting escape variables into constituent components may provide additional and complementary information on the underlying causes of escape. This new approach is essential for understanding, predicting, and managing wildlife in a rapidly urbanizing world.",,,,,,,,,,,,,,,,,,,,,,,JUN 26,2017,5,,,,,,,,66,10.3389/fevo.2017.00066,,,,,,Environmental Sciences & Ecology,,,,,,,2022-04-02,
J,"McGrath, DJ; Terhune, TM; Martin, JA",,,,"McGrath, Diana J.; Terhune, Theron M., II; Martin, James A.",,,Northern bobwhite foraging response to hunting,JOURNAL OF WILDLIFE MANAGEMENT,,,English,Article,,,,,,anthropogenic disturbance; behavior; Colinus virginianus; first-passage time; foraging; hunting pressure; northern bobwhite; predation risk,PREDATION RISK; 1ST-PASSAGE TIME; HABITAT USE; GASTROINTESTINAL-TRACT; ANTIPREDATOR RESPONSE; BEHAVIOR; SELECTION; AVOIDANCE; FEAR; OVERFLIGHTS,"Prey species must consistently balance the need for resource acquisition with the threat of predation. This balance is particularly true for gallinaceous birds, such as the northern bobwhite (Colinus virginianus), which are ground foragers and are often exposed to increased predation risk compared to arboreal foragers. We studied how bobwhites might mitigate the threat of human hunting pressure by altering their foraging strategy. We directly monitored hunting encounters with bobwhites, during October 2014-March 2015, and collected daily movement paths (n=514) using radio-telemetry. We performed first-passage time analysis to infer foraging behavior by calculating bout frequency, area, duration, and timing. We found bobwhites mitigated exposure to human hunters by increasing foraging frequency coupled with a decrease in duration (15.4%) and area (7.1%) in response to hunting pressure. We observed a temporal shift in foraging away from peak hunting hours by 30minutes when birds were recently exposed to a discharged firearm. Our results imply that hunting game species can disrupt timing of foraging and therefore influence allocation to competing activities such as anti-predator vigilance. We propose implementing a dynamic harvest management regime that distributes hunting activity temporally and spatially to mitigate high hunting pressure and reduce behavioral effects on bobwhites. Careful planning of hunting activity should reduce its additive effects on natural mortality while improving hunter satisfaction. (c) 2018 The Wildlife Society. Northern bobwhites altered their foraging in response to increased levels of hunting pressure in an intensely managed landscape such that bobwhites increased the frequency of foraging but decreased the duration and area foraged. Our results imply that anthropogenic disturbances such as hunting pressure, can lead to disruption of time allocated to foraging; therefore, we suggest distributing the spatial and temporal concentration of hunting evenly throughout the hunting season.",,,,,,,,,,,,,,,,,,,,,,,JUL,2018,82,5,,,,,966,976,,10.1002/jwmg.21451,,,,,,Environmental Sciences & Ecology; Zoology,,,,,,,2022-04-02,
J,"Sharma, M; Quader, S; Guttal, V; Isvaran, K",,,,"Sharma, Manvi; Quader, Suhel; Guttal, Vishwesha; Isvaran, Kavita",,,The enemy of my enemy: multiple interacting selection pressures lead to unexpected anti-predator responses,OECOLOGIA,,,English,Article,,,,,,Predator attraction; Multiple selection pressures; Trade-offs; GOPR; OSS,OVIPOSITION HABITAT SELECTION; DENSITY-DEPENDENT MORTALITY; PREDATION RISK; AEDES-AEGYPTI; TRADE-OFFS; DENGUE VECTOR; MOSQUITO; COMPETITION; SITE; METAANALYSIS,"Despite being a major selective force, predation can induce puzzling variability in anti-predator responses-from lack of predator aversion to lifelong predator-induced fear. This variability is hypothesised to result from variation in the trade-offs associated with avoiding predators. But critical information on fitness outcomes of these trade-offs associated with anti-predator behaviours is lacking. We tested this trade-off hypothesis in Aedes aegypti, by examining oviposition site selection decisions in response towards larval predation risk and comprehensively measuring the fitness implications of trade-offs of avoiding larval predators, using three fitness measures: larval survival, development time and size. In a field study, we find that adult females show a surprisingly variable response to predators, ranging from attraction to avoidance. This variation is explained by fitness outcomes of oviposition along a predation-risk gradient that we measured in the laboratory. We show that ovipositing females could gain fitness benefits from ovipositing in pools with a low density of predators, rather than in predator-free pools, as predators provide a release from negative density effects of conspecific larvae that might co-occur in a pool. Interacting selection pressures may thus explain diverse prey responses. We suggest other systems in which similarly unexpected prey behaviour is likely to occur.",,,,,,,,,,,,,,,,,,,,,,,JAN,2020,192,1,,,,,1,12,,10.1007/s00442-019-04552-4,,,,,,Environmental Sciences & Ecology,,,,,,,2022-04-02,
J,"Parsons, MH; Apfelbach, R; Banks, PB; Cameron, EZ; Dickman, CR; Frank, ASK; Jones, ME; McGregor, IS; McLean, S; Muller-Schwarze, D; Sparrow, EE; Blumstein, DT",,,,"Parsons, Michael H.; Apfelbach, Raimund; Banks, Peter B.; Cameron, Elissa Z.; Dickman, Chris R.; Frank, Anke S. K.; Jones, Menna E.; McGregor, Ian S.; McLean, Stuart; Mueller-Schwarze, Dietland; Sparrow, Elisa E.; Blumstein, Daniel T.",,,Biologically meaningful scents: a framework for understanding predator-prey research across disciplines,BIOLOGICAL REVIEWS,,,English,Review,,,,,,anti-anxiolytic scents; appeasement; attractants; conservation; deterrents; ecological informatics; odors; olfaction; PTSD; VNO,SOLITARY CHEMOSENSORY CELLS; PARDOSA-MILVINA ARANEAE; DOG-APPEASING PHEROMONE; MARKING BEHAVIOR; CHEMICAL CUES; ANTIPREDATOR BEHAVIOR; DEFENSIVE BEHAVIORS; FORAGING BEHAVIOR; EUROPEAN RABBITS; ODORS,"Fear of predation is a universal motivator. Because predators hunt using stealth and surprise, there is a widespread ability among prey to assess risk from chemical information - scents - in their environment. Consequently, scents often act as particularly strong modulators of memory and emotions. Recent advances in ecological research and analytical technology are leading to novel ways to use this chemical information to create effective attractants, repellents and anti-anxiolytic compounds for wildlife managers, conservation biologists and health practitioners. However, there is extensive variation in the design, results, and interpretation of studies of olfactory-based risk discrimination. To understand the highly variable literature in this area, we adopt a multi-disciplinary approach and synthesize the latest findings from neurobiology, chemical ecology, and ethology to propose a contemporary framework that accounts for such disparate factors as the time-limited stability of chemicals, highly canalized mechanisms that influence prey responses, and the context within which these scents are detected (e.g. availability of alternative resources, perceived shelter, and ambient physical parameters). This framework helps to account for the wide range of reported responses by prey to predator scents, and explains, paradoxically, how the same individual predator scent can be interpreted as either safe or dangerous to a prey animal depending on how, when and where the cue was deposited. We provide a hypothetical example to illustrate the most common factors that influence how a predator scent (from dingoes, Canis dingo) may both attract and repel the same target organism (kangaroos, Macropusspp.). This framework identifies the catalysts that enable dynamic scents, odours or odorants to be used as attractants as well as deterrents. Because effective scent tools often relate to traumatic memories (fear and/or anxiety) that cause future avoidance, this information may also guide the development of appeasement, enrichment and anti-anxiolytic compounds, and help explain the observed variation in post-traumatic-related behaviours (including post-traumatic stress disorder, PTSD) among diverse terrestrial taxa, including humans.",,,,,,,,,,,,,,,,,,,,,,,FEB,2018,93,1,,,,,98,114,,10.1111/brv.12334,,,,,,Life Sciences & Biomedicine - Other Topics,,,,,,,2022-04-02,
J,"Flegr, J; Lenochova, P; Hodny, Z; Vondrova, M",,,,"Flegr, Jaroslav; Lenochova, Pavlina; Hodny, Zdenek; Vondrova, Marta",,,Fatal Attraction Phenomenon in Humans - Cat Odour Attractiveness Increased for Toxoplasma-Infected Men While Decreased for Infected Women,PLOS NEGLECTED TROPICAL DISEASES,,,English,Article,,,,,,,INDUCED BEHAVIORAL-CHANGES; LATENT TOXOPLASMOSIS; RATTUS-NORVEGICUS; HOST BEHAVIOR; PERSONALITY PROFILE; GENDER-DIFFERENCES; ALTERED BEHAVIOR; LABORATORY RATS; NOVELTY SEEKING; PREDATION RISK,"Background: Latent toxoplasmosis, a lifelong infection with the protozoan Toxoplasma gondii, has cumulative effects on the behaviour of hosts, including humans. The most impressive effect of toxoplasmosis is the fatal attraction phenomenon, the conversion of innate fear of cat odour into attraction to cat odour in infected rodents. While most behavioural effects of toxoplasmosis were confirmed also in humans, neither the fatal attraction phenomenon nor any toxoplasmosis-associated changes in olfactory functions have been searched for in them. Principal Findings: Thirty-four Toxoplasma-infected and 134 noninfected students rated the odour of urine samples from cat, horse, tiger, brown hyena and dog for intensity and pleasantness. The raters were blind to their infection status and identity of the samples. No signs of changed sensitivity of olfaction were observed. However, we found a strong, gender dependent effect of toxoplasmosis on the pleasantness attributed to cat urine odour (p = 0.0025). Infected men rated this odour as more pleasant than did the noninfected men, while infected women rated the same odour as less pleasant than did noninfected women. Toxoplasmosis did not affect how subjects rated the pleasantness of any other animal species' urine odour; however, a non-significant trend in the same directions was observed for hyena urine. Conclusions: The absence of the effects of toxoplasmosis on the odour pleasantness score attributed to large cats would suggest that the amino acid felinine could be responsible for the fatal attraction phenomenon. Our results also raise the possibility that the odour-specific threshold deficits observed in schizophrenia patients could be caused by increased prevalence of Toxoplasma-infected subjects in this population rather than by schizophrenia itself. The trend observed with the hyena urine sample suggests that this carnivore, and other representatives of the Feliformia suborder, should be studied for their possible role as definitive hosts in the life cycle of Toxoplasma.",,,,,,,,,,,,,,,,,,,,,,,NOV,2011,5,11,,,,,,,e1389,10.1371/journal.pntd.0001389,,,,,,Infectious Diseases; Parasitology; Tropical Medicine,,,,,,,2022-04-02,
J,"Martin, J; de Neve, L; Polo, V; Fargallo, JA; Soler, M",,,,"Martin, J.; de Neve, L.; Polo, V.; Fargallo, J. A.; Soler, M.",,,Health-dependent vulnerability to predation affects escape responses of unguarded chinstrap penguin chicks,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,,,English,Article,,,,,,prey vulnerability; penguins; health condition; immunocompetence; fear; antipredatory behavior,PYGOSCELIS-ANTARCTICA; CRECHING BEHAVIOR; HUMAN DISTURBANCE; RISK-ASSESSMENT; KING PENGUIN; BIRDS; IMMUNOCOMPETENCE; DECISIONS; DISTANCE; DEFENSE,"Predators may select more often to attack the more vulnerable prey or those with an inferior health status. Thus, prey should be able to assess their own vulnerability to predation and modify their antipredatory behavior accordingly. When approached by predator skuas, unguarded penguin chicks flee short distances, and usually aggregate in dense packs, but there is a clear interindividual variability in their responses under similar conditions. We hypothesized that this variability in escape responses might be related to the perceived vulnerability to predation of each individual chick. We simulated predator attacks to chinstrap penguin chicks and analyzed the sources of variation in their escape response, such as the presence of adults or the density of other chicks, and the sex, age, body condition, and health status of responding chicks. Chicks allowed shorter approach distances when they had a better health condition (i.e., a greater T-cell-mediated immunity, CMI), when they were younger, and when the density of adults around was higher. Sex and density of other chicks were not important. Similarly, chicks fled from the experimenter to longer distances when they had a lower CMI and when the density of adults was lower. Therefore, escape characteristics of chicks depended on the presence of adults that can deter predators and on the health-dependent vulnerability of chicks.",,,,,,,,,,,,,,,,,,,,,,,OCT,2006,60,6,,,,,778,784,,10.1007/s00265-006-0221-1,,,,,,Behavioral Sciences; Environmental Sciences & Ecology; Zoology,,,,,,,2022-04-02,
J,"Keyel, AC; Peck, DT; Reed, JM",,,,"Keyel, Alexander C.; Peck, David T.; Reed, J. Michael",,,NO EVIDENCE FOR INDIVIDUAL ASSORTMENT BY TEMPERAMENT RELATIVE TO PATCH AREA OR PATCH OPENNESS IN THE BOBOLINK,CONDOR,,,English,Article,,,,,,area sensitivity; behavioral syndrome; boldness; fear; intraclass correlation coefficient; personality,BEHAVIORAL-RESPONSES; GRASSLAND BIRDS; SENSITIVITY; DISTURBANCE; DISTANCES; RISK; REPEATABILITY; CONSEQUENCES; METAANALYSIS; PERSONALITY,"Recent research has shown repeatable individual variability in temperament traits. We tested the hypotheses that individual Bobolinks (Dolichonyx oryzivorus) vary consistently in their response to predators, a temperament trait, and that this individual variation is associated with breeding-site selection. Specifically, we tested whether measures of behavioral response to human approaches are associated with either patch area or patch openness and thus to area sensitivity. We made two to seven sequential approaches to Bobolinks in 2009 and 2010, measuring starting distance, flight-initiation distance, and the distance from the observers to where the birds landed. We analyzed the data with repeatability estimates and linear mixed modeling. Flight-initiation distance was repeatable when starting distance was controlled for, but distance to landing was not after starting distance and flight-initiation distance were controlled for. We found no strong effect of area or openness on either flight-initiation distance or distance to landing. We conclude that this measure of response to predators shows individual variation, but this variation does not explain patterns of settlement among habitat patches. Because flight-initiation distance is often used to identify distances at which human behavior disrupts wildlife, we estimate its mean (21.8 m) and the distance at which 75%, 95%, and 99% of the Bobolinks flushed (28, 40, and 59 m, respectively).",,,,,,,,,,,,,,,,,,,,,,,FEB,2012,114,1,,,,,212,218,,10.1525/cond.2012.110095,,,,,,Zoology,,,,,,,2022-04-02,
J,"Clement, RJG; Macri, S; Porfiri, M",,,,"Clement, Romain J. G.; Macri, Simone; Porfiri, Maurizio",,,Design and development of a robotic predator as a stimulus in conditioned place aversion for the study of the effect of ethanol and citalopram in zebrafish,BEHAVIOURAL BRAIN RESEARCH,,,English,Article,,,,,,Citalopram; Conditioned place aversion aversion; Danio rerio; Ethanol; Ethorobotics; Predation risk,COMPUTER-ANIMATED IMAGES; BEHAVIORAL-RESPONSES; ANXIETY; PREFERENCE; ALCOHOL; MODELS; FEAR; LIGHT/DARK; DISORDERS; SEROTONIN,"Zebrafish are becoming a species of choice in psychopharmacology, laying a promising path to refined pharmacological manipulations and high-throughput behavioral phenotyping. The field of robotics has the potential to accelerate progress along this path, by offering unprecedented means for the design and development of accurate and reliable experimental stimuli. In this work, we demonstrate, for the first time, the integration of robotic predators in place conditioning experiments. We hypothesized zebrafish to be capable of forming a spatial association under a simulated predation risk. We repeatedly exposed experimental subjects to a robotic heron impacting the water surface and then evaluated their spatial avoidance within the experimental tank in a subsequent predator-free test session. To pharmacologically validate the paradigm, we tested zebrafish in drugfree conditions (control groups) or in response to three different concentrations of citalopram (30, 50, and 100 mg/L) and ethanol (0.25, 0.50, and 1.00%). Experimental data indicate that, when tested in the absence of the conditioning stimulus, zebrafish displayed a marked preference for the bottom of the test tank, that is, the farthest location from the simulated attacks by the robotic heron. This conditioned geotaxis was reduced by the administration of citalopram in a linear dose-response curve and ethanol at the low concentration. Ultimately, our data demonstrate that robotic stimuli may represent valid conditioning tools and, thereby, aid the field of zebrafish psychopharmacology.",,,,,,,,,,,,,,,,,,,,,,,JAN 27,2020,378,,,,,,,,112256,10.1016/j.bbr.2019.112256,,,,,,Behavioral Sciences; Neurosciences & Neurology,,,,,,,2022-04-02,
J,"Blumstein, DT",,,,"Blumstein, Daniel T.",,,Habituation and sensitization: new thoughts about old ideas,ANIMAL BEHAVIOUR,,,English,Article,,,,,,conservation behaviour; habituation; human disturbance; sensitization; tolerance,FLIGHT-INITIATION DISTANCE; RISK-TAKING BEHAVIOR; HUMAN DISTURBANCE; PREDATION RISK; INDIVIDUAL CONSISTENCY; LIFE-HISTORY; RESPONSES; HUMANS; FEAR; WILDLIFE,"People have written about habituation, a process that leads to decreased responsiveness to a stimulus, as well as its counterpart, sensitization, or an increased responsiveness to a stimulus, for over 2000 years. And, while intensive research in the last century has led to well-supported generalizations about mechanisms of habituation, we have not developed a 'natural history' of habituation and tolerance that would help us predict, based on life history and natural history variation, how species will respond to humans and anthropogenic stimuli. The need for predictive models has never been greater. In this essay I will review generalizations about these learning processes and point out how a clear understanding of mechanism can be used to inform wildlife management and generate testable management interventions. I will also highlight unanswered questions about habituation and sensitization, and establish the groundwork for developing a natural history of habituation and tolerance. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,OCT,2016,120,,,,,,255,262,,10.1016/j.anbehav.2016.05.012,,,,,,Behavioral Sciences; Zoology,,,,,,,2022-04-02,
