"key","title","authors","journal","issn","volume","issue","pages","year","month","day","publisher","location","url","language","notes","abstract"
88,"Human activity affects the perception of risk by mule deer","Price, Mary V.; Strombom, Evelyn H.; Blumstein, Daniel T.","CURRENT ZOOLOGY","1674-5507","60","6",NA,2014,NA,NA,NA,NA,NA,"English",NA,"Human activity has been shown to influence how animals assess the risk of predation, but we know little about the spatial scale of such impacts. We quantified how vigilance and flight behavior in mule deer Odocoileus hemionus varied with distance from an area of concentrated human activity-a subalpine field station. An observer walked trails at various distances away from the station looking for deer. Upon encounter, the observer walked toward the focal animal and noted the distance at which it alerted and directed its attention to the approaching human (Alert Distance; AD), and the distance at which it fled (Flight Initiation Distance; FID). AD and FID both increased nonlinearly with distance from the center of the field station, reaching plateaus around 250 m and 750 m, respectively. Deer also tended to flee by stotting or running, rather than by walking, when far from the station but they walked away when near the station. These results indicate that deer perceive lower risk near a focused area of human activity, and that vigilance and flight behaviors respond on somewhat different spatial scales. The concept of a spatial human footprint on behavior may be useful for understanding how human activities affect wildlife."
297,"Corvids exhibit dynamic risk assessment during escape","Tatte, Kunter; Moller, Anders Pape; Mand, Raivo","BEHAVIOURAL PROCESSES","0376-6357","170","",NA,2020,NA,NA,NA,NA,NA,"English",NA,"It is widely accepted that stationary prey are able to carefully assess the risk levels associated with an approaching predator to make informative decisions on when to escape. However, little is known about subsequent decision-making process. We set out to compare whether escape durations of three species of corvids differ depending on how a human observer (in the role of a predator) behaves after the escape has begun. When birds were being followed during escape, escape durations were the longest, escape trajectory was modified the most during escape, and a larger proportion of individuals changed from terrestrial to aerial escape strategy compared to observations where birds were not followed. Mean horizontal escape angle of ca 120 degrees was also a potential indication that monitoring the threat is taken into account when deciding on the escape trajectory. While there were some differences between the behaviour of these three closely related species, the general patterns supported the notion that birds dynamically assess risk during escape to find an optimal balance between getting caught and spending too much time and energy on escaping. Further research using different predator-prey combinations or making comparisons between habitats could help understand the generality of our results."
986,"Dingoes at the Doorstep: Home Range Sizes and Activity Patterns of Dingoes and Other Wild Dogs around Urban Areas of North-Eastern Australia","McNeill, Alice T.; Leung, Luke K. -P.; Goullet, Mark S.; Gentle, Matthew N.; Allen, Benjamin L.","ANIMALS","2076-2615","6","8",NA,2016,NA,NA,NA,NA,NA,"English",NA,"Conflicts with dingoes and other wild dogs are becoming increasingly common in and around urban areas of Australia. A lack of basic information about wild dog movement ecology hampers efficient planning and allocation of resources to mitigate human-wild dog conflicts. We captured, collared and released 37 wild dogs in urban areas of north-eastern Australia to investigate their movement ecology. In general, wild dogs occupied small fragments of bushland within an urban matrix, were active at all times of the day, and lived within a few hundred meters of houses and humans at all times. We conclude that wild dog management strategies in urban areas should focus on the mitigation of impacts at the individual or group level, and not population-level reductions in numbers. Top-predators around the world are becoming increasingly intertwined with humans, sometimes causing conflict and increasing safety risks in urban areas. In Australia, dingoes and dingo x domestic dog hybrids are common in many urban areas, and pose a variety of human health and safety risks. However, data on urban dingo ecology is scant. We GPS-collared 37 dingoes in north-eastern Australia and continuously monitored them each 30 min for 11-394 days. Most dingoes were nocturnal, with an overall mean home range size of 17.47 km(2). Overall mean daily distance travelled was 6.86 km/day. At all times dingoes were within 1000 m of houses and buildings. Home ranges appeared to be constrained to patches of suitable vegetation fragments within and around human habitation. These data can be used to reallocate dingo management effort towards mitigating actual conflicts between humans and dingoes in urban areas."
229,"Red deer Cervus elephus vigilance behaviour differs with habitat and type of human disturbance","Jayakody, Sevvandi; Sibbald, Angela M.; Gordon, Iain J.; Lambin, Xavier","WILDLIFE BIOLOGY","0909-6396","14","1",NA,2008,NA,NA,NA,NA,NA,"English",NA,"Red deer Cervus elaphus, even in wilderness areas, are increasingly exposed to disturbance from human recreation as well as hunting, and it has been suggested that both types of disturbance may be perceived as a predation risk. We studied the vigilance behaviour of red deer in the Scottish Highlands, in sites with traditionally high numbers of visitors ('disturbed') and sites with relatively few visitors ('less-disturbed') during the main recreational season (spring and summer), and in their mating grounds during the hunting season (autumn and winter). We carried out direct observations, using scan sampling at 3-minute intervals for 1-hour periods, and recorded the number of animals in each group that were vigilant and their mode of vigilance. During the recreational season, in both the disturbed and less-disturbed sites, data were collected in habitats with different levels of cover (grassland, heather and woodland). The percentage of animals that were vigilant was higher in disturbed than in less-disturbed sites, and higher in disturbed grassland (poor cover) and heather (intermediate cover) than in disturbed woodland (good cover). The majority of the vigilant animals in disturbed heather and woodland habitats and in all the less-disturbed habitats were standing. In disturbed grassland, however, lying was the main posture whilst vigilant. In both disturbed grassland and heather, the percentage of vigilant animals that were moving was higher than in woodland or the less-disturbed habitats. In disturbed sites, the deer were more likely to be aggregated when vigilance levels were high. During the hunting season, the overall level of vigilance was higher than at any sites during the recreational season, and the majority of vigilant animals were moving. We conclude that red deer respond to disturbance from human recreational activities by increasing their level of vigilance, but that the nature of their response varies with the level of cover available. We suggest that red deer may lie down when keeping vigil in grasslands, because lying animals are less conspicuous and the low cover will still allow animals to scan their surroundings. We conclude that, although they respond to both types of disturbance by increasing vigilance, red deer perceive human recreation as a less acute threat than hunting."
62,"Corticotropin releasing factor type-1 receptor antagonism in the dorsolateral bed nucleus of the stria terminalis disrupts contextually conditioned fear, but not unconditioned fear to a predator odor","Asok, Arun; Schulkin, Jay; Rosen, Jeffrey B.","PSYCHONEUROENDOCRINOLOGY","0306-4530","70","",NA,2016,NA,NA,NA,NA,NA,"English",NA,"The bed nucleus of the stria terminalis (BNST) plays a critical role in fear and anxiety. The BNST is important for contextual fear learning, but the mechanisms regulating this function remain unclear. One candidate mechanism is corticotropin-releasing-factor (CRF) acting at CRF type 1 receptors (CRFr1s). Yet, there has been little progress in elucidating if CRFr1s in the BNST are involved in different types of fear (conditioned and/or unconditioned). Therefore, the present study investigated the effect of antalarmin, a potent CRFr1 receptor antagonist, injected intracerebroventricularly (ICV) and into the dorsolateral BNST (LBNST) during single trial contextual fear conditioning or exposure to the predator odor 2,5-dihydro-2,4,5-trimethylthiazoline (TMT). Neither ICV nor LBNST antalarmin disrupted unconditioned freezing to TMT. In contrast, ICV and LBNST antalarmin disrupted the retention of contextual fear when tested 24 h later. Neither ICV nor LBNST antalarmin affected baseline or post-shock freezing indicating antalarmin does not interfere with the early phases of contextual fear acquisition. Antalarmin did not (1) permanently affect the ability to learn and express contextual fear, (2) change responsivity to footshocks, or (3) affect the ability to freeze. Our findings highlight an important role for CRFr1s within the LBNST during contextually conditioned fear, but not unconditioned predator odor fear. (C) 2016 Elsevier Ltd. All rights reserved."
244,"Humans rather than Eurasian lynx (Lynx lynx) shape ungulate browsing patterns in a temperate forest","van Beeck Calkoen, Suzanne T. S.; Deis, Michele H.; Oeser, Julian; Kuijper, Dries P. J.; Heurich, Marco","ECOSPHERE","2150-8925","13","2",NA,2022,NA,NA,NA,NA,NA,"English",NA,"The recolonization of human-dominated landscapes by large carnivores has been followed with considerable scientific interest; however, little is known about their interactive effect on ungulate foraging behavior. This study compared the risks imposed by humans and lynx on ungulate foraging behavior by examining the effects of browsing intensity (at two spatial scales), diet quality, and tree species selection. We hypothesized that: (1) in areas with high risk imposed by humans and lynx browsing intensity would be reduced; (2) risk effects would interact with habitat visibility at a fine scale, resulting in contrasting browsing patterns in response to humans versus lynx risk; (3) ungulates compensate for the higher costs incurred in high-risk areas by switching to a higher diet quality, and (4) browse a higher proportion of more-preferred tree species. These hypotheses were tested by measuring browsing intensity along 48 transects located at different distances from human settlements within the hunted and nonhunted areas of the Bavarian Forest. Dung samples were collected and analyzed as a proxy of diet quality (C:N ratio, fiber). The spatial patterns of browsing intensity, diet quality, and tree species selection were then linked to lynx risk, hunting intensity, recreation intensity, and distance to human settlements. Our results showed that (1) browsing intensity strongly decreased with increasing recreational activities, whereas it increased with lynx risk; (2) only in close proximity to human settlements tree browsing was higher in dense habitats and (3) a higher diet quality was obtained. (4) We found a stronger avoidance of the less preferred tree species in high-hunting intensity areas. In conclusion, our results indicate that the risk effects of human activities outweigh those of a natural large carnivore. Thus, highlighting the importance of taking those activities into account in predicting the impacts of large carnivores on ungulates and their plant-food choices."
651,"Sex Differences in Foraging Rats to Naturalistic Aerial Predator Stimuli","Zambetti, Peter R.; Schuessler, Bryan P.; Kim, Jeansok J.","ISCIENCE","","16","",NA,2019,NA,NA,NA,NA,NA,"English",NA,"Rodents in the wild are under nearly constant threat of aerial predation and thus have evolved adaptive innate defensive behaviors, such as freezing or fleeing, in response to a perceived looming threat. Here we employed an ethologically relevant paradigm to study innate fear of aerial predators in male and female rats during a goal-oriented task. Rats foraging for food in a large arena encountered either a 2D or 3D looming stimulus, to which they instinctively fled back to a safe nest. When facing a direct aerial threat, female rats exhibited a greater fear response than males and this divergence maintained when exposed to the environment on subsequent days with no predator interaction, suggesting stronger contextual fear in female rats. These results may have relevance toward exploring neurobiological mechanisms associated with higher diagnosis rates of fear and anxiety-related disorders in women as compared with men."
773,"Playing dead: lizards show tonic immobility without human handling","Damas-Moreira, Isabel","BEHAVIOUR","0005-7959","158","8-9",NA,2021,NA,NA,NA,NA,NA,"English",NA,"Tonic immobility, or the ability to play dead, is widespread among vertebrates. It is a last line of defence against a threat, and usually follows physical restraint. Here, I report two lizards exhibiting tonic immobility in the presence of humans, but remarkably, without any handling or physical contact. These two lizards belonged to an invasive population of the Italian Wall Lizard (Podarcis siculus), and both events took place in different years and situations, suggesting this behaviour may be more common than previously thought. There are rare documented cases of animals exhibiting this behaviour without handling; however, to my knowledge, this is the first description of a lizard displaying tonic immobility to humans, in the absence of handling. This is also the first incident of tonic immobility in the Italian Wall Lizard. I discuss these anecdotal events in the light of this invasive population inhabiting a highly urbanized location."
238,"Links between fear of humans, stress and survival support a non-random distribution of birds among urban and rural habitats","Rebolo-Ifran, Natalia; Carrete, Martina; Sanz-Aguilar, Ana; Rodriguez-Martinez, Sol; Cabezas, Sonia; Marchant, Tracy A.; Bortolotti, Gary R.; Tella, Jose L.","SCIENTIFIC REPORTS","2045-2322","5","",NA,2015,NA,NA,NA,NA,NA,"English",NA,"Urban endocrine ecology aims to understand how organisms cope with new sources of stress and maintain allostatic load to thrive in an increasingly urbanized world. Recent research efforts have yielded controversial results based on short-term measures of stress, without exploring its fitness effects. We measured feather corticosterone (CORTf, reflecting the duration and amplitude of glucocorticoid secretion over several weeks) and subsequent annual survival in urban and rural burrowing owls. This species shows high individual consistency in fear of humans (i.e., flight initiation distance, FID), allowing us to hypothesize that individuals distribute among habitats according to their tolerance to human disturbance. FIDs were shorter in urban than in rural birds, but CORTf levels did not differ, nor were correlated to FIDs. Survival was twice as high in urban as in rural birds and links with CORTf varied between habitats: while a quadratic relationship supports stabilizing selection in urban birds, high predation rates may have masked CORTf-survival relationship in rural ones. These results evidence that urban life does not constitute an additional source of stress for urban individuals, as shown by their near identical CORTf values compared with rural conspecifics supporting the non-random distribution of individuals among habitats according to their behavioural phenotypes."
327,"The selection of anthropogenic habitat by wildlife as an ecological consequence of rural exodus: empirical examples from Spain","Martinez-Abrain, A.; Ferrer, X.; Jimenez, J.; Fernandez-Calvo, I. C.","ANIMAL BIODIVERSITY AND CONSERVATION","1578-665X","44","2",NA,2021,NA,NA,NA,NA,NA,"English",NA,"The selection of anthropogenic habitat by wildlife as an ecological consequence of rural exodus: empirical examples from Spain. The increasing urbanization of the landscape is a major component of global change worldwide. However, it is puzzling that wildlife is selecting anthropogenic habitats despite the availability of apparently high-quality semi-natural (i.e. less intensively modified) habitats. Definitive explanations for this process are still lacking. We have previously suggested that colonization of the urban habitat is initially triggered by ecological processes that take place outside urban areas as a consequence of past rural exodus. Here we present a diverse array of examples of selection of several types of anthropogenic habitat by wildlife in Spain (including transportation infrastructure, human-exclusion areas, urban areas under construction, cities, reservoirs, quarries and landfills) in support of this idea. Wildlife is moving out of its historical ecological refuges and losing fear of harmless urban humans. Mesopredators are rebounding by mesopredator release, due to ceased human persecution, and shrubs and trees are claiming former agricultural habitats. Together, these factors force many species to move to urbanized areas where they find open habitats, food associated with these habitats, and protection against predation. Hence, the classical balance of costs and benefits that takes place once inside urban areas, would actually be a second step of the process of colonization of urban areas. A better understanding of the initial triggers of urban colonization could help us increase the biological value of human-made habitats for wildlife in the future."
447,"Do pronghorn (Antilocapra americana) perceive roads as a predation risk?","Gavin, S. D.; Komers, P. E.","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE","0008-4301","84","12",NA,2006,NA,NA,NA,NA,NA,"English",NA,"The risk-disturbance hypothesis proposes that organisms respond to generalized threat Stimuli; therefore, human disturbances that elicit these behaviours will cause individuals to behave similarly to avoid a natural predator. Studies have shown that pronghorn antelope, Antilocapra americana (Ord, 1815), are influenced by human disturbances. We examined several intensities of human activity and distance from disturbances as indicators of risk perception in pronghorns. We investigated whether pronghorns exhibited risk-avoidance behaviour towards road traffic consistent with the risk-disturbance hypothesis by comparing vigilance and foraging behaviour observations across increasing traffic levels and proximity to roads. Pronghorns showed higher vigilance and lower foraging times along high traffic roads during the spring season compared with lower traffic levels, suggesting that risk perception is related to traffic level. Moreover, individuals within close proximity to roads regardless of traffic level exhibited higher vigilance levels, indicating that there is an overall risk perceived towards roads. Our results also suggest that individuals in herds with young are more risk averse than other social groupings and individuals in larger groups perceive less risk. We suggest that consequences of risk-avoidance behaviour should be reflected in land-use plans that address road densities and traffic levels to better manage wildlife."
408,"Factors affecting deer pressure on forest regeneration: The roles of forest roads, visibility and forage availability","Borowski, Zbigniew; Barton, Kamil; Gil, Wojciech; Wojcicki, Adam; Pawlak, Bogdan","PEST MANAGEMENT SCIENCE","1526-498X","77","2",NA,2021,NA,NA,NA,NA,NA,"English",NA,"BACKGROUND Deer pressure on forest regeneration constitutes a serious problem in commercial forests in the northern hemisphere due to the increase in deer populations. However, other drivers, such as climate, landscape structure and the level of human activity, have a strong influence on deer pressure. The direct, density-related impacts of ungulates on forest regeneration have been well studied, but there is limited empirical evidence related to the indirect factors mentioned above. We conducted a field experiment in three forest divisions in Poland to evaluate the role of a common element of human infrastructure, i.e. small, unpaved forestry roads. Additionally, we assessed the modifying effect of visibility driven by vegetation cover and forage availability. RESULTS The proximity of unpaved roads affected deer habitat use and foraging behaviour, and limited browsing pressure on regenerating forests. Low visibility and higher winter forage availability increased the probability of tree browsing. We observed different responses to roads in two deer species: red deer avoided roads, while roe deer browsed in the vicinity of roads. CONCLUSIONS A typical forest network of unpaved roads creates a landscape of fear for red and roe deer, and limits browsing pressure on regenerating forests due to the changes in deer habitat use, activity patterns and foraging behaviour. Knowledge of the factors influencing browsing pressure can help to spatially optimise the application of protective measures for tree seedlings."
262,"Who are you looking at? Hadeda ibises use direction of gaze, head orientation and approach speed in their risk assessment of a potential predator","Bateman, P. W.; Fleming, P. A.","JOURNAL OF ZOOLOGY","0952-8369","285","4",NA,2011,NA,NA,NA,NA,NA,"English",NA,"Animals may update their assessment of predation risk according to how a potential predator approaches them. For example, the predator's head and gaze orientation (direction of attention) may reveal its intentions, and faster-approaching predators are likely to represent greater risk. We examined the reactions of hadeda ibises Bostrychia hagedash. These large birds demonstrate a wide repertoire of responses to being approached (e. g. continuing to forage, slow walking, rapid escape walking, flight and alarm calling). Birds were approached tangentially 112 times by a human who either had the head and eyes directed towards (65 approaches) or directed away from (47 approaches) the birds to test the hypothesis that the direction of the observer's attention informs alert distance (AD) and flight initiation distance (FID) in these birds. Direction of attention had a significant effect on AD and FID as well as the likelihood of taking flight and alarm calling by hadedas, with birds appearing to associate attention directed towards them as an indication of increased risk. Hadedas were able to differentiate between the direction of attention of an approaching human, whether or not there were multiple other humans in the near vicinity. We also examined whether the observer's approach speed altered the birds' responses. Approach speed affected the birds' FID, suggesting that they perceive greater danger in a faster-approaching intruder compared with a slower-walking one. These results support the predictions of optimal escape theory and emphasize the high resolution of antipredatory awareness in these birds. The marked success of hadeda ibises in urban environments may be due to their ability to become habituated to human presence and to modify their antipredator behaviour in response to subtle cues. These may be common traits of bird species that successfully adapt to urban environments."
362,"Bright plumage in the magpie: Does it increase or reduce the risk of predation?","Gotmark, F","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443","40","1",NA,1997,NA,NA,NA,NA,NA,"English",NA,"Conspicuous color patterns in birds may lead to increased risk of predation. Alternatively, bright birds may be aposematic or unprofitable prey, which leads to decreased predation. During four autumns, I examined whether the black-and-white plumage of (stuffed) magpies Pica pica increases or reduces the risk of attack by migrating goshawks Accipiter gentilis. Attack risk was higher for normal magpies than for cryptic, brown magpies whether the mounts were placed near one another or far apart. However, the brown magpie may have been avoided because of its novelty. For magpies and cryptic jays Garrulus glandarius exposed together, the attack risk was similar. In 2 years, magpie and jay mounts were also exposed far apart. In 1994, with an invasion of migrating jays, attack risk was much higher for jays than for magpies. In 1995, with a normal density of jays, hawks attacked the magpies more often. The results demonstrate frequency-dependent prey selection by goshawks, which would influence any predation cost of bright plumage. The attacks on normally colored magpie mounts suggest that magpies are not aposematic. Trials with photographs and human observers indicated that normal magpies were somewhat easier to detect than jays. The plumage of the magpie possibly increases the risk of predation, but may be favoured by sexual or social selection."
577,"The Effects of Human Age, Group Composition, and Behavior on the Likelihood of Being Injured by Attacking Pumas","Coss, Richard G.; Fitzhugh, E. Lee; Schmid-Holmes, Sabine; Kenyon, Marc W.; Etling, Kathy","ANTHROZOOS","0892-7936","22","1",NA,2009,NA,NA,NA,NA,NA,"English",NA,"Documentation from the years 1890 to 2000 of 185 instances of pumas (Puma concolor) attacking humans in the United States and Canada has provided statistical evidence that pumas are less likely to kill or injure humans in certain circumstances. We identified incidents of fatal attacks, severe injuries, light injuries, and no Injuries as a function of human age class, group size, body posture, and conspicuous action, such as noise making, running, or shooting, Ordinal multinomial regression revealed that age class (< 13 years old vs. older) was not a statistically reliable predictor of attack severity. This statistical method also revealed that there was no reliable association between the number of individuals present during the attack and attack severity. Nevertheless, examination of specific attack outcomes indicated that the likelihood of escaping injury increased when two or more people were present. The speed that individuals moved during the attack did not predict attack severity, but it was apparent that the lowest likelihood of escaping injury (26%) and greatest frequency of severe injuries (43%) occurred when individuals remained stationary. In contrast, half of the individuals who ran when they were attacked escaped injury, whereas running was associated with only a small increase in the frequency of fatal attacks (28%), compared with remaining stationary (23%). Evidence that half of the individuals who ran escaped injury suggests that pumas are assessing immobility in humans as they might with other prey, using it as an index of prey inattention or disablement and hence greater vulnerability."
715,"Relating flight initiation distance in birds to tropical dry forest restoration","Osorio-Beristain, Marcela; Rodriguez, Angeles; Martinez-Garza, Cristina; Ernesto Alcala, Raul","ZOOLOGIA","1984-4689","35","",NA,2018,NA,NA,NA,NA,NA,"English",NA,"Flight initiation distance (FID), defined as the distance at which an individual flees from an approaching predator, might depend on how the individual perceives the risk of being predated. Using a standardized walking approach method on focal bird individuals, we investigated whether different levels of vegetation cover (habitat) influence the perception of predation risk. To do this, we worked in an area of tropical dry forest in central Mexico that is currently part of a restoration ecology experiment. We hypothesized that restoration decreases individual's predation risk perception by increasing the complexity of the vegetation cover. The escape responses of three tropical birds with different diets and foraging strategies were also contrasted. There was no effect of habitat on FID, suggesting that birds in both habitats perceived predation risk in a similar manner. There was, however, a difference in FID among species: the Golden-cheeked Woodpecker tolerated closer human presence before flight than the Inca Dove and Streak-backed Oriole. This difference is likely due to the use of an alternative avoidance strategy of this species, which uses trunks for hiding. To decrease birds' perceived predation risk, restoration intervention plans should include a mosaic of larger excluded plots located near relatively well-conserved sites to increase the area covered by vegetation."
350,"Does human scent bias the survival of bird nests?","Weldon, Paul J.","IBIS","0019-1019","164","1",NA,2022,NA,NA,NA,NA,NA,"English",NA,"Human-scent contamination of bird nests and the human-made trails leading to them is suspected to influence nest survival by attracting or deterring predatory mammals. This paper (1) reviews studies in which human-scent contamination was suspected to have biased the survival of real and artificial nests by influencing the behaviour of predatory mammals, (2) summarizes the procedures used in attempts to mitigate human-scent contamination in nest-survival studies, and (3) describes procedures to enhance the design and interpretation of nest-survival experiments. The behaviour of various non-domesticated mammals is confirmed or suspected to be affected by human scent, so similar effects on nest predators are plausible. However, suggestions that human scent affects nest survival by influencing the behaviour of predatory mammals are poorly supported, due to a dearth of appropriately designed experiments. Some studies failed to include measures to reduce human-scent contamination, and the effectiveness of scent-mitigation methods used in other studies has seldom been verified. In addition, volatile compounds arising from soil and vegetation disturbed underfoot by field researchers may have confounded many nest-survival studies. Investigators have routinely inferred human-scent effects from post hoc predation patterns or have simply acknowledged possible human-scent effects among other potential influences of nest fate. Studies are needed of the effects of human scent using uniform methods of scent application and verified methods of scent mitigation, where the fates of different types of nests are examined under a range of field conditions. More fundamentally, studies of naive and experienced mammals are needed to assess their responses to human scent and clarify its salience in wildlife disturbance."
920,"Prey availability and accessibility drive hunter movement","Wszola, Lyndsie S.; Stuber, Erica F.; Chizinski, Christopher J.; Lusk, Jeffrey J.; Fontaine, Joseph J.","WILDLIFE BIOLOGY","0909-6396",NA,"",NA,2019,NA,NA,NA,NA,NA,"English",NA,"A growing body of evidence suggests that hunter effort varies temporally and spatially, affecting game populations in unexpected ways. We set out to identify sources of variation in the spatial distribution of hunter effort by ring-necked pheasant Phasianus colchicus hunters during two time periods representing different spatial decisions: where to access a hunting location at the start of a hunt and where to hunt within it for the duration of the hunt. Pheasant hunters used direct and indirect information about the availability and accessibility of pheasants to make spatial decisions throughout their hunts, but the sources of information used at the beginning of hunts differed from those used for the duration of hunts. Hunter access point effort at the start of hunts was positively associated with proximity to public access signs and declined near marked safety zones around occupied structures and livestock, indicating that hunters responded to the spatial distribution and information content of public access infrastructure. Hunter effort within fields for the duration of hunts was positively related to predicted pheasant habitat use and negatively associated with correlates of physical exertion and increasing distance from field edges. Our findings indicate that hunters in the field are making spatial decisions in response to information about public land access, their own physical state, and perceived opportunity to encounter pheasants. Our results further suggest managers may be able to optimize public lands for wildlife habitat and recreational value without imposing new regulations by managing the information provided to hunters."
161,"Behavioural adjustments of a large carnivore to access secondary prey in a human-dominated landscape","Valeix, Marion; Hemson, Graham; Loveridge, Andrew J.; Mills, Gus; Macdonald, David W.","JOURNAL OF APPLIED ECOLOGY","0021-8901","49","1",NA,2012,NA,NA,NA,NA,NA,"English",NA,"1. Conflict between people and large carnivores is an urgent conservation issue world-wide. Understanding the underlying ecological drivers of livestock depredation by large carnivores is greatly needed. 2. We studied the spatial, foraging and behavioural ecology of African lions Panthera leo in the Botswana Makgadikgadi ecosystem. This ecosystem comprises a protected area, characterized by high seasonal fluctuation in wild prey abundance, and adjacent lands, which are used for livestock grazing and characterized by stable livestock abundance, but also a risk of anthropogenic mortality. 3. Makgadikgadi lions preferentially preyed upon migratory wild herbivores when they were present; however, data from GPS (Global Positioning System) radiocollared lions revealed that the majority of the study lions did not follow the migratory herds but remained resident at one or other border of the park and switched to livestock (abundant and readily available), and to a lesser extent resident wild herbivores (relatively scarce), in periods of migratory wild herbivore scarcity. 4. Resident lions' use of space differed between periods of wild prey abundance and scarcity. These changes were likely to increase the frequency of encounter with their primary prey in periods of primary prey abundance and with livestock in periods of primary prey scarcity. 5. The risk of conflict with humans was a major driver of lion ecology in the human-dominated landscape surrounding the protected area. Resident lions generally avoided the close vicinity of cattle-posts. When they used such areas, they avoided temporal overlap with periods that humans were most active and travelled at high speed reducing the time spent in these areas. 6. Synthesis and applications. This study suggests that lions balance the benefits of accessing livestock with the costs associated with livestock raiding. Hence, reduction in livestock availability through effective livestock husbandry in periods of wild prey scarcity should lead to reduced conflict."
852,"Does the presence of oil and gas infrastructure potentially increase risk of harvest in northern bobwhite?","Tanner, Evan P.; Elmore, R. Dwayne; Davis, Craig A.; Fuhlendorf, Samuel D.; Dahlgren, David K.; Thacker, Eric T.; Orange, Jeremy P.","WILDLIFE BIOLOGY","0909-6396","22","6",NA,2016,NA,NA,NA,NA,NA,"English",NA,"Beyond organisms experiencing direct impacts (mortality) from the presence of anthropogenic features, interactive relationships may exacerbate the effects of anthropogenic disturbance within the context of these features. For example, mortality risk may be affected by the road infrastructure associated with energy development by influencing space use of predators including human hunters. To assess these relationships, we conducted research on northern bobwhite Colinus virginianus across a hunted and non-hunted area of Beaver River Wildlife Management Area, Oklahoma, using radiotelemetry from 2012-2015. We found that bobwhite mortality risk decreased as the distance from primary roads (m) increased across weeks (hazard ratio [HR] = 1.008, 95% confidence interval [CI] = 1.0003 to 1.0013). The interaction between unit (hunted and non-hunted) and distance from primary roads was not significant (HR = 1.00, 95% CI = 0.999 to 1.001) indicating that hunting pressure was not a likely explanation for the observed decrease in survival related to primary roads. Bobwhite on the hunted unit avoided exposed soil/sparse vegetation ((beta) over bar = -0.01, CI = -0.02 to -0.002) and bare ground ((beta) over bar = -0.01, CI = -0.02 to -0.002) more than bobwhite on the non-hunted unit, however these were weak relationships. No other differences in bobwhite space use were detected related to hunting. Though we were limited to estimating theoretical rather than empirical amounts of hunting pressure during our study, we were unable to detect any negative compounding effects of anthropogenic development and hunting pressure on bobwhite ecology during the hunting season."
69,"Lack of Fear Response in Mice (Mus musculus) Exposed to Human Urine Odor","Rivard, Germain F.; Moser, Emily G.; D'Ambrose, Steven P.; Lin, David M.","JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE","1559-6109","53","2",NA,2014,NA,NA,NA,NA,NA,"English",NA,"A goal of the Guide for the Care and Use of Laboratory Animals is to improve animal welfare by minimizing sources of fear, anxiety, and stress. As a result, it includes recommendations on overcrowding, frequency of cage changes, enrichment, and group housing. However, human odorants are a potential but unexplored source of fear, anxiety, and stress. Although mice have been maintained for decades for animal research, whether mice perceive humans as predators is unknown. If so, this would necessitate changes in animal care and use procedures to minimize this source of chronic fear, anxiety, and stress. Odorants from predator urine are well known to elicit strong fear responses in mice, leading to modification of animal behavior and elevated levels of stress. To begin asking whether human odors influence mouse behavior, we tested the effect of human urine odor on fear response in mice. We assessed mouse behavior by using a modified shuttle cage to record various parameters of mouse exposure to odorants. We found that mice displayed fear responses to 2,4,5-trimethylthiazoline, a synthetic analog of red fox feces, but no fear response to DMSO, the diluent for 2,4,5-trimethylthiazoline. In contrast, mice exposed to human urine samples showed no significant fear response."
925,"Large carnivores and zoos as catalysts for engaging the public in the protection of biodiversity","Consorte-McCrea, Adriana; Fernandez, Ana; Bainbridge, Alan; Moss, Andrew; Prevot, Anne-Caroline; Clayton, Susan; Glikman, Jenny Anne; Johansson, Maria; Vicente Lopez-Bao, Jose; Bath, Alistair; Frank, Beatrice; Marchini, Silvio","NATURE CONSERVATION-BULGARIA","1314-6947",NA,"37",NA,2019,NA,NA,NA,NA,NA,"English",NA,"Addressing the biodiversity crisis requires renewed collaborative approaches. Large carnivores are ambassador species, and as such they can aid the protection of a wide range of species, including evolutionarily distinct and threatened ones, while being popular for conservation marketing. However, conflicts between carnivores and people present a considerable challenge to biodiversity conservation. Our cross disciplinary essay brings together original research to discuss key issues in the conservation of large carnivores as keystone species for biodiversity rich, healthy ecosystems. Our findings suggest the need to promote coexistence through challenging 'wilderness' myths; to consider coexistence/conflict as a continuum; to include varied interest groups in decision making; to address fear through positive mediated experiences, and to explore further partnerships with zoos. As wide-reaching institutions visited by over 700 million people/ year worldwide, zoos combine knowledge, emotion and social context creating ideal conditions for the development of care towards nature, pro-environmental behaviors and long-term connections between visitors and carnivores. Based on current research, we provide evidence that large carnivores and zoos are both powerful catalysts for public engagement with biodiversity conservation, recognizing barriers and suggesting future ways to collaborate to address biodiversity loss."
